고객ID,상담자ID,상담자명,등록일,딜러명,연락처,성별,생년월일,연령대,거주지역,관심차종,방문목적,월주행거리_km,주요용도,예상예산_만원,선호색상,동승인원구성,중요요소1,중요요소2,중요요소3,최근보유차종,기타요청사항
CUST1225,CS1008,이미숙,2024-12-03,홍길동,010-5237-9991,남,1975-07-29,40대,경기,그랜저,견적문의,500,레저,3000,네이비,배우자,정숙성,AS,내부공간,싼타페,운전이 처음이라 주행 보조 기능이 있으면 좋아요.
CUST1226,CS1004,김재호,2025-01-06,홍길동,010-8913-3315,여,1973-05-10,50대,세종,아이오닉6,구매상담,500,여행,2500,그레이,친구와함께,재판매가,연비,브랜드,아반떼,중고차 보상 혜택이 있으면 알려주세요.
CUST1227,CS1001,서정남,2025-03-18,홍길동,010-1301-7170,남,1991-03-31,30대,광주,아이오닉6,구매상담,2000,아이 등하교,4500,레드,아이동반,승차감,AS,재판매가,GV70,최근 전기차에 관심이 많아요.
CUST1228,CS1001,서정남,2025-01-10,홍길동,010-9631-1712,남,1992-10-19,30대,충북,캐스퍼,견적문의,2500,출퇴근,3500,블루,친구와함께,디자인,안전성,정숙성,쏘렌토,중고차 보상 혜택이 있으면 알려주세요.
CUST1229,CS1000,김수민,2024-11-14,홍길동,010-5185-3790,여,2002-02-24,20대,대전,아반떼,구매상담,1500,출퇴근,4500,블루,혼자,가성비,정숙성,연비,그랜저,중고차 보상 혜택이 있으면 알려주세요.
CUST1230,CS1000,김수민,2024-11-22,홍길동,010-1984-5653,남,1954-09-16,70대,부산,스타리아,견적문의,2000,장거리 출장,3000,네이비,혼자,정숙성,내부공간,가성비,K5,카시트 장착이 편리한 차량이면 좋겠습니다.
CUST1231,CS1003,김영일,2025-02-10,홍길동,010-4288-5444,여,1998-04-22,20대,충북,코나,시승,2500,아이 등하교,2500,레드,혼자,승차감,가성비,연비,모닝,카시트 장착이 편리한 차량이면 좋겠습니다.
CUST1232,CS1001,서정남,2024-11-24,홍길동,010-1869-8617,여,1968-12-31,50대,강원,코나,견적문의,500,레저,4000,화이트,아이동반,가성비,브랜드,정숙성,스타리아,하이브리드 모델도 비교해보고 싶어요.
CUST1233,CS1007,이민지,2025-01-12,홍길동,010-1136-2091,여,1963-04-05,60대,경남,투싼,구매상담,1000,출퇴근,4000,화이트,배우자,정숙성,AS,연비,K5,차선 유지 보조 기능이 포함된 모델을 추천해주세요.
CUST1234,CS1000,김수민,2025-01-30,홍길동,010-7367-5445,여,1987-01-29,30대,강원,그랜저,구매상담,2500,장거리 출장,4000,그레이,혼자,승차감,브랜드,디자인,그랜저,최근 전기차에 관심이 많아요.
CUST1235,CS1003,김영일,2024-12-25,홍길동,010-6901-2767,여,2004-09-17,20대,충남,스타리아,시승,2500,출퇴근,4500,블랙,부모님동반,디자인,연비,내부공간,코나,중고차 보상 혜택이 있으면 알려주세요.
CUST1236,CS1003,김영일,2025-03-07,홍길동,010-1312-5792,여,1982-01-30,40대,경기,아반떼,계약,3000,아이 등하교,3500,그레이,아이동반,가성비,디자인,재판매가,코나,차량 색상은 흰색이나 회색 계열로 선호합니다.
CUST1237,CS1009,홍예준,2024-12-21,홍길동,010-7332-4787,남,1987-03-07,30대,광주,그랜저,구매상담,2000,여행,3500,그레이,혼자,정숙성,AS,가성비,XM3,통풍시트와 열선시트 꼭 필요해요.
CUST1238,CS1004,김재호,2024-11-18,홍길동,010-7237-9331,여,1996-01-17,20대,경기,그랜저,시승,1000,아이 등하교,5000,블루,친구와함께,연비,가성비,AS,코나,아이와 함께 탈 수 있도록 안전 기능이 중요해요.
CUST1239,CS1001,서정남,2025-04-02,홍길동,010-2631-6168,남,2003-07-25,20대,충남,캐스퍼,시승,3000,아이 등하교,3500,네이비,배우자,연비,내부공간,안전성,스타리아,중고차 보상 혜택이 있으면 알려주세요.
CUST1240,CS1001,서정남,2025-01-08,홍길동,010-8940-9709,여,2001-10-16,20대,인천,싼타페,시승,500,출퇴근,3000,블랙,배우자,내부공간,AS,디자인,GV70,소음이 적고 승차감이 좋은 차량을 원합니다.
CUST1241,CS1001,서정남,2024-12-21,홍길동,010-2442-4054,남,1991-08-30,30대,대구,투싼,계약,1000,출퇴근,3500,화이트,혼자,안전성,연비,승차감,티볼리,차박이 가능한 SUV 모델을 찾고 있어요.
CUST1242,CS1006,김지원,2025-01-01,홍길동,010-4258-9202,여,1959-03-10,60대,서울,캐스퍼,계약,1000,아이 등하교,3000,블랙,아이동반,브랜드,안전성,승차감,그랜저,반려견과 함께 탈 수 있는 공간이 있는 차량을 원합니다.
CUST1243,CS1009,홍예준,2025-01-22,홍길동,010-8503-1352,남,1971-10-22,50대,강원,스타리아,계약,2500,여행,2500,화이트,아이동반,내부공간,승차감,재판매가,캐스퍼,출퇴근용으로 연비가 좋은 차를 찾고 있어요.
CUST1244,CS1008,이미숙,2024-12-24,홍길동,010-1651-5053,남,1981-05-29,40대,서울,캐스퍼,견적문의,2000,레저,4000,실버,친구와함께,정숙성,AS,내부공간,GV70,반려견과 함께 탈 수 있는 공간이 있는 차량을 원합니다.
CUST1245,CS1002,김영자,2025-03-30,홍길동,010-9673-5995,남,1996-05-10,20대,충북,GV80,구매상담,500,아이 등하교,2500,네이비,부모님동반,정숙성,AS,가성비,아반떼,반려견과 함께 탈 수 있는 공간이 있는 차량을 원합니다.
CUST1246,CS1001,서정남,2024-10-13,홍길동,010-6465-9027,남,1989-01-16,30대,세종,코나,시승,1000,레저,4000,실버,배우자,승차감,가성비,AS,쏘렌토,차박이 가능한 SUV 모델을 찾고 있어요.
CUST1247,CS1009,홍예준,2024-12-11,홍길동,010-7445-3572,남,1955-01-24,60대,충남,GV80,구매상담,2500,장거리 출장,4000,레드,아이동반,승차감,안전성,연비,싼타페,차박이 가능한 SUV 모델을 찾고 있어요.
CUST1248,CS1000,김수민,2024-11-26,홍길동,010-1301-6681,남,2001-12-11,20대,세종,아이오닉6,계약,500,아이 등하교,4500,블랙,배우자,AS,승차감,재판매가,그랜저,카시트 장착이 편리한 차량이면 좋겠습니다.
CUST1249,CS1000,김수민,2025-03-10,홍길동,010-6765-6822,남,1982-12-11,40대,광주,그랜저,견적문의,500,아이 등하교,5000,블루,부모님동반,재판매가,디자인,AS,GV80,주차가 쉬운 컴팩트한 차량을 원합니다.
CUST1250,CS1005,김은서,2024-10-24,홍길동,010-5953-4869,남,1978-10-28,40대,대전,캐스퍼,계약,3000,아이 등하교,3000,블루,친구와함께,재판매가,AS,가성비,아반떼,차선 유지 보조 기능이 포함된 모델을 추천해주세요.
CUST1251,CS1006,김지원,2025-01-24,홍길동,010-9212-5519,여,1980-03-11,40대,강원,싼타페,구매상담,3000,출퇴근,5000,레드,부모님동반,재판매가,연비,승차감,K5,최근 전기차에 관심이 많아요.
CUST1252,CS1009,홍예준,2024-11-18,홍길동,010-2015-5221,남,2005-02-26,10대,인천,스타리아,구매상담,1500,출퇴근,3000,실버,아이동반,승차감,디자인,AS,XM3,중고차 보상 혜택이 있으면 알려주세요.
CUST1253,CS1000,김수민,2024-12-21,홍길동,010-7343-1482,여,1961-05-02,60대,울산,투싼,시승,1500,아이 등하교,2500,블루,혼자,연비,내부공간,안전성,티볼리,중고차 보상 혜택이 있으면 알려주세요.
CUST1254,CS1002,김영자,2024-10-29,홍길동,010-5590-4695,여,1972-10-18,50대,경남,캐스퍼,견적문의,2500,여행,2500,네이비,부모님동반,재판매가,가성비,승차감,XM3,차박이 가능한 SUV 모델을 찾고 있어요.
CUST1255,CS1001,서정남,2024-12-04,홍길동,010-3485-6599,남,1971-12-10,50대,강원,아이오닉6,견적문의,1500,출퇴근,2500,실버,배우자,내부공간,승차감,디자인,싼타페,카시트 장착이 편리한 차량이면 좋겠습니다.
CUST1256,CS1005,김은서,2024-10-06,홍길동,010-7436-3248,여,1954-10-02,70대,서울,캐스퍼,구매상담,2500,여행,3000,화이트,혼자,AS,가성비,정숙성,티볼리,장거리 운전에 적합한 모델을 추천받고 싶어요.
CUST1257,CS1008,이미숙,2024-11-20,홍길동,010-2438-7262,여,1966-09-03,50대,강원,코나,구매상담,500,출퇴근,4000,레드,친구와함께,안전성,승차감,연비,쏘렌토,차선 유지 보조 기능이 포함된 모델을 추천해주세요.
CUST1258,CS1000,김수민,2024-10-08,홍길동,010-9531-4726,여,1970-02-07,50대,대구,코나,계약,1000,출퇴근,2500,블랙,배우자,브랜드,디자인,안전성,투싼,운전이 처음이라 주행 보조 기능이 있으면 좋아요.
CUST1259,CS1004,김재호,2024-12-16,홍길동,010-7837-4938,여,1991-03-24,30대,경남,스타리아,견적문의,500,레저,4000,블랙,아이동반,내부공간,AS,승차감,XM3,장거리 운전에 적합한 모델을 추천받고 싶어요.
CUST1260,CS1000,김수민,2024-11-21,홍길동,010-3502-7987,여,2000-08-19,20대,경북,스타리아,견적문의,1000,아이 등하교,4500,화이트,배우자,디자인,재판매가,AS,티볼리,하이브리드 모델도 비교해보고 싶어요.
CUST1261,CS1009,홍예준,2024-12-02,홍길동,010-6118-6395,남,1973-01-18,50대,부산,캐스퍼,계약,2500,여행,4500,블랙,부모님동반,브랜드,디자인,내부공간,그랜저,아이와 함께 탈 수 있도록 안전 기능이 중요해요.
CUST1262,CS1008,이미숙,2024-10-22,홍길동,010-8359-9883,남,1987-06-17,30대,인천,스타리아,구매상담,1000,장거리 출장,3000,블랙,혼자,내부공간,디자인,재판매가,캐스퍼,통풍시트와 열선시트 꼭 필요해요.
CUST1263,CS1002,김영자,2024-12-17,홍길동,010-3158-4387,여,2001-09-10,20대,충북,그랜저,시승,2000,레저,4000,레드,아이동반,브랜드,정숙성,안전성,아이오닉6,반려견과 함께 탈 수 있는 공간이 있는 차량을 원합니다.
CUST1264,CS1009,홍예준,2024-11-04,홍길동,010-3270-9869,여,1955-07-15,60대,인천,캐스퍼,구매상담,1000,레저,4500,레드,혼자,디자인,재판매가,브랜드,쏘렌토,최근 전기차에 관심이 많아요.
CUST1265,CS1006,김지원,2024-12-06,홍길동,010-4314-3262,여,1956-05-22,60대,전북,스타리아,계약,500,장거리 출장,3500,그레이,배우자,재판매가,내부공간,연비,모닝,장거리 운전에 적합한 모델을 추천받고 싶어요.
CUST1266,CS1005,김은서,2025-02-03,홍길동,010-6062-9582,남,1998-11-19,20대,부산,스타리아,견적문의,1500,출퇴근,3500,네이비,아이동반,브랜드,재판매가,안전성,투싼,차박이 가능한 SUV 모델을 찾고 있어요.
CUST1267,CS1003,김영일,2024-10-16,홍길동,010-3215-8046,남,1960-11-13,60대,강원,스타리아,견적문의,1500,여행,4500,블루,혼자,가성비,안전성,재판매가,티볼리,주차가 쉬운 컴팩트한 차량을 원합니다.
CUST1268,CS1007,이민지,2025-02-03,홍길동,010-3378-3589,여,1965-08-12,50대,부산,GV70,구매상담,500,아이 등하교,5000,레드,부모님동반,승차감,정숙성,연비,아반떼,소음이 적고 승차감이 좋은 차량을 원합니다.
CUST1269,CS1003,김영일,2025-03-29,홍길동,010-6201-2111,남,1991-05-23,30대,부산,투싼,시승,2000,출퇴근,3500,블루,배우자,브랜드,AS,안전성,모닝,주차가 쉬운 컴팩트한 차량을 원합니다.
CUST1270,CS1001,서정남,2024-10-05,홍길동,010-9732-2939,남,1969-05-12,50대,세종,아반떼,계약,2500,여행,3000,네이비,부모님동반,재판매가,정숙성,AS,쏘렌토,차박이 가능한 SUV 모델을 찾고 있어요.
CUST1271,CS1002,김영자,2025-01-21,홍길동,010-4016-6203,여,1972-04-17,50대,대구,코나,시승,2000,출퇴근,3000,네이비,친구와함께,가성비,재판매가,정숙성,캐스퍼,차선 유지 보조 기능이 포함된 모델을 추천해주세요.
CUST1272,CS1004,김재호,2024-12-07,홍길동,010-3384-1483,여,1980-03-23,40대,제주,아이오닉6,시승,2000,장거리 출장,5000,블랙,친구와함께,연비,가성비,브랜드,GV80,하이브리드 모델도 비교해보고 싶어요.
CUST1273,CS1004,김재호,2025-04-03,홍길동,010-6221-7783,여,1975-12-28,40대,전북,아반떼,계약,1500,장거리 출장,4000,실버,친구와함께,재판매가,내부공간,디자인,아이오닉6,중고차 보상 혜택이 있으면 알려주세요.
CUST1274,CS1008,이미숙,2024-12-27,홍길동,010-7737-5970,여,1991-07-25,30대,강원,코나,시승,2000,출퇴근,3500,실버,아이동반,브랜드,재판매가,정숙성,캐스퍼,통풍시트와 열선시트 꼭 필요해요.
CUST1275,CS1002,김영자,2025-01-23,홍길동,010-8258-5485,남,2000-11-09,20대,부산,GV80,계약,3000,아이 등하교,5000,블랙,혼자,안전성,브랜드,정숙성,티볼리,차박이 가능한 SUV 모델을 찾고 있어요.
CUST1276,CS1006,김지원,2025-03-09,홍길동,010-3489-4079,여,1961-11-28,60대,부산,GV80,구매상담,1500,장거리 출장,5000,레드,부모님동반,AS,정숙성,브랜드,아반떼,반려견과 함께 탈 수 있는 공간이 있는 차량을 원합니다.
CUST1277,CS1008,이미숙,2024-12-10,홍길동,010-2749-3155,남,1968-09-05,50대,강원,그랜저,계약,1000,아이 등하교,5000,네이비,친구와함께,승차감,AS,디자인,스타리아,반려견과 함께 탈 수 있는 공간이 있는 차량을 원합니다.
CUST1278,CS1005,김은서,2025-02-11,홍길동,010-4026-1429,남,2001-08-29,20대,강원,캐스퍼,견적문의,1500,아이 등하교,4500,실버,부모님동반,디자인,안전성,연비,싼타페,통풍시트와 열선시트 꼭 필요해요.
CUST1279,CS1007,이민지,2024-12-19,홍길동,010-5372-4783,남,1966-12-12,50대,제주,그랜저,계약,2500,아이 등하교,4000,화이트,배우자,승차감,가성비,AS,티볼리,소음이 적고 승차감이 좋은 차량을 원합니다.
CUST1280,CS1009,홍예준,2024-12-08,홍길동,010-4804-4783,여,1973-01-12,50대,광주,아반떼,구매상담,500,여행,3500,블루,배우자,AS,연비,정숙성,XM3,하이브리드 모델도 비교해보고 싶어요.
CUST1281,CS1004,김재호,2025-01-20,홍길동,010-1427-6886,남,2000-05-25,20대,대전,GV80,구매상담,2000,출퇴근,3000,레드,부모님동반,내부공간,재판매가,정숙성,0,아이와 함께 탈 수 있도록 안전 기능이 중요해요.
CUST1282,CS1006,김지원,2025-02-14,홍길동,010-2302-8808,남,1975-11-13,40대,부산,GV70,구매상담,3000,아이 등하교,2500,실버,친구와함께,가성비,연비,정숙성,스타리아,아이와 함께 탈 수 있도록 안전 기능이 중요해요.
CUST1283,CS1003,김영일,2025-02-23,홍길동,010-3196-9230,여,1961-07-11,60대,강원,싼타페,시승,2000,레저,4500,실버,배우자,디자인,연비,브랜드,GV80,주차가 쉬운 컴팩트한 차량을 원합니다.
CUST1284,CS1007,이민지,2024-11-19,홍길동,010-8680-7126,여,1966-10-12,50대,전남,싼타페,견적문의,2000,아이 등하교,3000,블랙,부모님동반,연비,가성비,정숙성,코나,중고차 보상 혜택이 있으면 알려주세요.
CUST1285,CS1003,김영일,2025-02-26,홍길동,010-4014-7348,남,1985-05-25,30대,제주,싼타페,시승,1500,출퇴근,4000,블루,아이동반,정숙성,연비,재판매가,투싼,출퇴근용으로 연비가 좋은 차를 찾고 있어요.
CUST1286,CS1000,김수민,2025-01-24,홍길동,010-9051-8763,남,1970-12-25,50대,인천,캐스퍼,계약,2000,출퇴근,4500,실버,부모님동반,승차감,가성비,연비,GV80,중고차 보상 혜택이 있으면 알려주세요.
CUST1287,CS1006,김지원,2024-11-29,홍길동,010-3253-3683,남,1960-05-31,60대,제주,코나,구매상담,2000,출퇴근,4500,블루,친구와함께,디자인,브랜드,재판매가,투싼,중고차 보상 혜택이 있으면 알려주세요.
CUST1288,CS1007,이민지,2025-02-20,홍길동,010-4166-4707,남,2002-04-27,20대,울산,코나,구매상담,1500,여행,3500,블랙,혼자,정숙성,안전성,가성비,0,차박이 가능한 SUV 모델을 찾고 있어요.
CUST1289,CS1005,김은서,2024-11-07,홍길동,010-1528-7694,남,1975-04-29,40대,서울,아이오닉6,시승,500,레저,5000,그레이,배우자,디자인,정숙성,재판매가,투싼,최근 전기차에 관심이 많아요.
CUST1290,CS1004,김재호,2025-03-10,홍길동,010-1245-5421,남,1959-08-31,60대,경북,코나,견적문의,2000,출퇴근,2500,네이비,배우자,연비,브랜드,AS,K5,운전이 처음이라 주행 보조 기능이 있으면 좋아요.
CUST1291,CS1006,김지원,2025-03-19,홍길동,010-7767-4646,남,1966-05-23,50대,인천,아이오닉6,시승,1000,장거리 출장,3500,실버,부모님동반,재판매가,브랜드,디자인,쏘렌토,최근 전기차에 관심이 많아요.
CUST1292,CS1005,김은서,2025-01-01,홍길동,010-4323-4351,남,1983-05-05,40대,인천,캐스퍼,계약,2000,아이 등하교,4000,블루,부모님동반,내부공간,승차감,디자인,코나,반려견과 함께 탈 수 있는 공간이 있는 차량을 원합니다.
CUST1293,CS1000,김수민,2025-02-04,홍길동,010-2083-3901,남,1990-01-05,30대,인천,캐스퍼,계약,2500,여행,3000,레드,부모님동반,AS,연비,승차감,0,차박이 가능한 SUV 모델을 찾고 있어요.
CUST1294,CS1007,이민지,2024-11-11,홍길동,010-8197-9027,남,1978-01-20,40대,전남,스타리아,시승,500,아이 등하교,5000,실버,혼자,정숙성,가성비,AS,투싼,통풍시트와 열선시트 꼭 필요해요.
CUST1295,CS1006,김지원,2024-12-08,홍길동,010-6323-8496,남,1986-07-20,30대,경남,아반떼,계약,1000,레저,4500,화이트,혼자,승차감,정숙성,안전성,0,최근 전기차에 관심이 많아요.
CUST1296,CS1002,김영자,2024-12-09,홍길동,010-5043-8005,남,1955-07-15,60대,경남,아반떼,구매상담,1500,아이 등하교,2500,레드,배우자,정숙성,내부공간,재판매가,스타리아,하이브리드 모델도 비교해보고 싶어요.
CUST1297,CS1001,서정남,2025-03-17,홍길동,010-7633-1685,여,1962-03-19,60대,경북,GV80,계약,500,여행,4000,실버,혼자,안전성,연비,디자인,모닝,장거리 운전에 적합한 모델을 추천받고 싶어요.
CUST1298,CS1006,김지원,2024-12-02,홍길동,010-7232-6126,남,1988-09-10,30대,서울,그랜저,견적문의,2500,레저,3000,블루,부모님동반,AS,재판매가,연비,스타리아,차선 유지 보조 기능이 포함된 모델을 추천해주세요.
CUST1299,CS1007,이민지,2025-03-23,홍길동,010-7457-9784,여,1980-08-20,40대,경남,아반떼,계약,500,출퇴근,5000,블랙,혼자,AS,재판매가,브랜드,쏘렌토,소음이 적고 승차감이 좋은 차량을 원합니다.
CUST1300,CS1001,서정남,2024-10-09,홍길동,010-9605-1630,남,1975-12-24,40대,대전,스타리아,구매상담,3000,여행,2500,실버,친구와함께,가성비,재판매가,디자인,모닝,중고차 보상 혜택이 있으면 알려주세요.
CUST1301,CS1003,김영일,2024-11-26,홍길동,010-9530-2791,여,1977-04-24,40대,울산,아반떼,시승,2000,출퇴근,5000,네이비,친구와함께,디자인,안전성,정숙성,코나,운전이 처음이라 주행 보조 기능이 있으면 좋아요.
CUST1302,CS1007,이민지,2025-03-16,홍길동,010-8399-8485,남,1985-12-13,30대,제주,아이오닉6,계약,2500,여행,4500,네이비,배우자,재판매가,승차감,정숙성,투싼,반려견과 함께 탈 수 있는 공간이 있는 차량을 원합니다.
CUST1303,CS1006,김지원,2025-03-21,홍길동,010-1694-5025,여,1956-04-27,60대,제주,캐스퍼,계약,2500,장거리 출장,3500,그레이,아이동반,브랜드,안전성,승차감,코나,카시트 장착이 편리한 차량이면 좋겠습니다.
CUST1304,CS1006,김지원,2025-01-30,홍길동,010-9498-9812,여,1974-10-27,50대,충북,GV70,구매상담,1000,장거리 출장,4500,블루,아이동반,AS,승차감,정숙성,K5,장거리 운전에 적합한 모델을 추천받고 싶어요.
CUST1305,CS1001,서정남,2024-12-28,홍길동,010-7481-1643,여,1994-07-23,30대,경남,GV80,계약,3000,레저,3500,네이비,부모님동반,연비,정숙성,디자인,아이오닉6,통풍시트와 열선시트 꼭 필요해요.
CUST1306,CS1006,김지원,2025-01-08,홍길동,010-7347-9456,남,1985-01-31,30대,부산,아이오닉6,구매상담,1500,장거리 출장,3500,블루,아이동반,승차감,연비,브랜드,캐스퍼,주차가 쉬운 컴팩트한 차량을 원합니다.
CUST1307,CS1008,이미숙,2025-02-21,홍길동,010-1807-4110,남,1974-04-12,50대,충남,스타리아,시승,2500,레저,3000,블루,친구와함께,내부공간,가성비,브랜드,그랜저,주차가 쉬운 컴팩트한 차량을 원합니다.
CUST1308,CS1006,김지원,2024-12-13,홍길동,010-5770-8201,여,1981-11-21,40대,전남,아반떼,시승,500,아이 등하교,3000,레드,부모님동반,가성비,AS,재판매가,캐스퍼,소음이 적고 승차감이 좋은 차량을 원합니다.
CUST1309,CS1004,김재호,2024-11-30,홍길동,010-7521-5989,여,1999-01-12,20대,대전,그랜저,구매상담,1000,레저,2500,그레이,혼자,내부공간,브랜드,정숙성,코나,차량 색상은 흰색이나 회색 계열로 선호합니다.
CUST1310,CS1002,김영자,2025-01-01,홍길동,010-5684-8558,여,1993-08-03,30대,서울,아반떼,계약,3000,장거리 출장,2500,블랙,아이동반,재판매가,연비,브랜드,0,주차가 쉬운 컴팩트한 차량을 원합니다.
CUST1311,CS1009,홍예준,2024-10-26,홍길동,010-3727-7921,여,1989-11-16,30대,대구,아반떼,구매상담,1000,레저,2500,네이비,친구와함께,승차감,내부공간,정숙성,싼타페,운전이 처음이라 주행 보조 기능이 있으면 좋아요.
CUST1312,CS1005,김은서,2025-01-04,홍길동,010-5823-1893,남,1956-08-31,60대,울산,아반떼,견적문의,1500,아이 등하교,3000,네이비,친구와함께,정숙성,안전성,연비,투싼,출퇴근용으로 연비가 좋은 차를 찾고 있어요.
CUST1313,CS1005,김은서,2024-11-29,홍길동,010-9470-3330,여,1972-12-27,50대,세종,GV80,구매상담,500,아이 등하교,4000,네이비,혼자,내부공간,브랜드,정숙성,아이오닉6,차박이 가능한 SUV 모델을 찾고 있어요.
CUST1314,CS1008,이미숙,2024-11-24,홍길동,010-8595-8400,여,1994-10-15,30대,제주,GV70,계약,2000,출퇴근,3500,블루,배우자,AS,정숙성,디자인,투싼,최근 전기차에 관심이 많아요.
CUST1315,CS1002,김영자,2024-11-06,홍길동,010-2481-9202,남,1986-09-01,30대,대구,투싼,구매상담,3000,여행,2500,블랙,친구와함께,내부공간,디자인,승차감,아이오닉6,운전이 처음이라 주행 보조 기능이 있으면 좋아요.
CUST1316,CS1007,이민지,2025-01-16,홍길동,010-2854-3945,여,1997-08-21,20대,부산,그랜저,시승,500,장거리 출장,3500,레드,혼자,재판매가,가성비,브랜드,티볼리,운전이 처음이라 주행 보조 기능이 있으면 좋아요.
CUST1317,CS1006,김지원,2024-12-19,홍길동,010-9952-3216,여,1991-07-11,30대,전북,캐스퍼,견적문의,500,여행,5000,화이트,친구와함께,연비,디자인,재판매가,싼타페,운전이 처음이라 주행 보조 기능이 있으면 좋아요.
CUST1318,CS1005,김은서,2024-10-25,홍길동,010-7440-7775,남,1960-07-08,60대,강원,코나,시승,1500,여행,4000,그레이,혼자,안전성,승차감,가성비,코나,아이와 함께 탈 수 있도록 안전 기능이 중요해요.
CUST1319,CS1006,김지원,2025-02-19,홍길동,010-6299-8387,여,1971-07-02,50대,광주,코나,견적문의,500,레저,4500,블랙,혼자,연비,재판매가,내부공간,싼타페,출퇴근용으로 연비가 좋은 차를 찾고 있어요.
CUST1320,CS1004,김재호,2025-03-03,홍길동,010-1408-3930,남,1958-05-07,60대,충남,투싼,계약,3000,레저,3000,블랙,배우자,가성비,브랜드,재판매가,투싼,주차가 쉬운 컴팩트한 차량을 원합니다.
CUST1321,CS1002,김영자,2025-01-08,홍길동,010-8433-4308,남,1959-03-23,60대,경북,GV70,시승,1500,출퇴근,3500,화이트,배우자,재판매가,안전성,AS,쏘렌토,통풍시트와 열선시트 꼭 필요해요.
CUST1322,CS1002,김영자,2025-02-06,홍길동,010-8449-2477,남,1989-05-01,30대,인천,코나,시승,1000,아이 등하교,4000,그레이,아이동반,재판매가,브랜드,승차감,쏘렌토,아이와 함께 탈 수 있도록 안전 기능이 중요해요.
CUST1323,CS1005,김은서,2024-10-28,홍길동,010-5097-6309,여,1977-05-27,40대,대전,아이오닉6,견적문의,1000,장거리 출장,5000,블루,부모님동반,브랜드,AS,승차감,K5,아이와 함께 탈 수 있도록 안전 기능이 중요해요.
CUST1324,CS1007,이민지,2024-12-18,홍길동,010-3686-3024,여,1963-10-14,60대,경북,아반떼,견적문의,2000,레저,2500,블랙,친구와함께,디자인,브랜드,승차감,캐스퍼,아이와 함께 탈 수 있도록 안전 기능이 중요해요.
CUST1325,CS1004,김재호,2025-01-17,홍길동,010-2494-2870,남,2003-04-29,20대,대구,아이오닉6,시승,2500,레저,4000,네이비,친구와함께,가성비,연비,브랜드,0,하이브리드 모델도 비교해보고 싶어요.
CUST1326,CS1002,김영자,2025-03-22,홍길동,010-8362-6946,여,1986-04-30,30대,전북,투싼,견적문의,1000,여행,4500,레드,혼자,내부공간,AS,연비,스타리아,하이브리드 모델도 비교해보고 싶어요.
CUST1327,CS1009,홍예준,2024-10-25,홍길동,010-2397-9582,남,1976-04-28,40대,제주,싼타페,계약,1000,장거리 출장,4500,레드,배우자,안전성,AS,연비,스타리아,장거리 운전에 적합한 모델을 추천받고 싶어요.
CUST1328,CS1007,이민지,2025-01-28,홍길동,010-7292-9383,남,1965-06-28,50대,대구,코나,견적문의,1000,출퇴근,5000,블랙,친구와함께,AS,내부공간,안전성,XM3,카시트 장착이 편리한 차량이면 좋겠습니다.
CUST1329,CS1000,김수민,2024-10-06,홍길동,010-3619-7204,남,1997-10-19,20대,충북,그랜저,견적문의,3000,아이 등하교,4500,레드,친구와함께,승차감,내부공간,정숙성,쏘렌토,차량 색상은 흰색이나 회색 계열로 선호합니다.
CUST1330,CS1009,홍예준,2024-10-22,홍길동,010-7235-1719,남,1990-05-05,30대,제주,코나,계약,1000,레저,4000,실버,아이동반,안전성,재판매가,연비,코나,차량 색상은 흰색이나 회색 계열로 선호합니다.
CUST1331,CS1007,이민지,2025-02-03,홍길동,010-3799-6491,남,1965-02-17,50대,세종,그랜저,견적문의,1000,장거리 출장,3000,블랙,아이동반,재판매가,디자인,가성비,티볼리,차선 유지 보조 기능이 포함된 모델을 추천해주세요.
CUST1332,CS1005,김은서,2025-03-26,홍길동,010-3459-3656,남,1989-04-20,30대,경남,스타리아,계약,1000,레저,3000,블루,부모님동반,연비,가성비,재판매가,코나,통풍시트와 열선시트 꼭 필요해요.
CUST1333,CS1009,홍예준,2025-02-27,홍길동,010-3369-3930,남,1967-11-13,50대,광주,GV70,시승,2500,장거리 출장,2500,블랙,아이동반,승차감,정숙성,내부공간,아이오닉6,카시트 장착이 편리한 차량이면 좋겠습니다.
CUST1334,CS1004,김재호,2024-12-16,홍길동,010-1840-7874,남,1958-04-27,60대,울산,스타리아,계약,2000,장거리 출장,3000,네이비,부모님동반,재판매가,승차감,정숙성,GV70,차선 유지 보조 기능이 포함된 모델을 추천해주세요.
CUST1335,CS1002,김영자,2025-03-07,홍길동,010-6047-6071,여,1987-07-21,30대,경북,GV80,시승,1000,여행,4000,블랙,혼자,연비,가성비,내부공간,코나,아이와 함께 탈 수 있도록 안전 기능이 중요해요.
CUST1336,CS1009,홍예준,2024-12-07,홍길동,010-8311-5731,남,1986-04-16,30대,대전,스타리아,시승,2500,레저,2500,화이트,부모님동반,승차감,정숙성,연비,티볼리,아이와 함께 탈 수 있도록 안전 기능이 중요해요.
CUST1337,CS1008,이미숙,2025-02-24,홍길동,010-3960-2926,여,1999-10-15,20대,충남,아이오닉6,계약,1000,여행,4000,실버,친구와함께,재판매가,디자인,내부공간,코나,최근 전기차에 관심이 많아요.
